id,result
12985,0.859176516532898
19204,0.5537635684013367
10408,0.1970725804567337
12420,0.7604901790618896
20977,0.6849745512008667
20958,0.756831169128418
400,0.7223021984100342
4449,0.5358031392097473
1233,0.6965389847755432
19416,0.5627069473266602
1051,0.5109239816665649
9060,0.689663290977478
9080,0.26433470845222473
3784,0.7156228423118591
9335,0.3562128245830536
16339,0.7868071794509888
13222,0.58690345287323
1140,0.7494252920150757
12901,0.31024670600891113
11912,0.37593454122543335
11963,0.7801275253295898
12873,0.4226716160774231
358,0.5263280272483826
6912,0.6813928484916687
9978,0.21731789410114288
651,0.6683131456375122
4354,0.5089287757873535
1588,0.8179960250854492
863,0.7493100166320801
246,0.781669020652771
12392,0.6574821472167969
9536,0.17146143317222595
17838,0.6070597767829895
3203,0.5236508250236511
15382,0.8648969531059265
10580,0.7307223081588745
14852,0.6927312612533569
21431,0.7841313481330872
118,0.830673336982727
743,0.7290668487548828
16442,0.6998730897903442
1198,0.4598083794116974
12959,0.7806574702262878
21310,0.7506904602050781
902,0.6265848875045776
15731,0.8613096475601196
17842,0.5026288032531738
7312,0.5096027851104736
2990,0.7106165289878845
652,0.5801956653594971
20924,0.4754219949245453
1206,0.8312380909919739
216,0.695722222328186
13164,0.3981364965438843
16007,0.8490176200866699
767,0.6250503063201904
18040,0.30470991134643555
13493,0.8446754813194275
878,0.676905632019043
16074,0.8405707478523254
10302,0.5718226432800293
19408,0.5544890761375427
15262,0.44303783774375916
19029,0.6543214321136475
21063,0.715457558631897
18844,0.40291646122932434
7041,0.7405632734298706
13469,0.5187826156616211
4138,0.5998953580856323
18459,0.6528995037078857
310,0.6571228504180908
16630,0.5206442475318909
9561,0.532518744468689
11989,0.7818756103515625
18143,0.5347439050674438
11967,0.3264930844306946
1002,0.6594507694244385
3284,0.5078868865966797
1486,0.7042987942695618
18229,0.7775455713272095
3022,0.5064343214035034
16073,0.7068382501602173
3442,0.5593315362930298
16480,0.5468451380729675
10558,0.5581638216972351
471,0.6497161984443665
18814,0.5435164570808411
4574,0.6638439893722534
12938,0.8339946269989014
6707,0.8184877634048462
18779,0.5495108366012573
12323,0.6940454244613647
221,0.5173734426498413
18810,0.6094985008239746
1431,0.5062460899353027
3242,0.5855450630187988
10561,0.1666688472032547
12846,0.7729131579399109
6244,0.5675889253616333
10581,0.25829264521598816
10092,0.7828769683837891
6553,0.8470960259437561
9577,0.22296719253063202
15964,0.7515179514884949
15892,0.8239150643348694
4489,0.4525410234928131
892,0.7867792844772339
1332,0.7406647801399231
172,0.5361943244934082
1537,0.5515139102935791
7624,0.9164964556694031
16587,0.9389494061470032
16557,0.8059970736503601
906,0.7839788794517517
6546,0.42133596539497375
18900,0.6966220140457153
7655,0.5258366465568542
991,0.4979439079761505
12111,0.29809778928756714
15765,0.8912099599838257
6879,0.6541047692298889
3414,0.5644950270652771
18599,0.5768401026725769
3543,0.4362715184688568
13499,0.6541000604629517
18084,0.6173378825187683
18816,0.5713684558868408
9196,0.36622941493988037
