id,result
4619,0.5394234657287598
9438,0.6492762565612793
16165,0.66489577293396
16099,0.3702107071876526
324,0.6512540578842163
12086,0.8220047950744629
18161,0.31049227714538574
16492,0.5864478349685669
3527,0.43415674567222595
12821,0.369064599275589
12779,0.8535839915275574
10491,0.2478315383195877
1466,0.6096192598342896
12810,0.8724924325942993
3438,0.37413859367370605
11940,0.6355123519897461
7242,0.7020185589790344
11894,0.6950209140777588
18518,0.5671868920326233
18649,0.5910590291023254
3947,0.45236676931381226
15999,0.8181685209274292
4219,0.6440531611442566
13193,0.5285796523094177
51,0.539588451385498
17863,0.2664842903614044
14999,0.8428001999855042
9805,0.40335044264793396
9191,0.2707597613334656
1004,0.49491316080093384
18934,0.423761248588562
9184,0.3241651654243469
6402,0.49393123388290405
16025,0.8506742119789124
18763,0.4305001199245453
3415,0.3128783106803894
681,0.5767999291419983
7522,0.6202237010002136
14835,0.6817523241043091
8953,0.31795865297317505
13488,0.45960018038749695
19120,0.4362953007221222
18245,0.42119935154914856
10254,0.1738187074661255
1765,0.2580738365650177
241,0.6037182211875916
3100,0.28502506017684937
165,0.7098423838615417
6236,0.6733254194259644
13606,0.6569703221321106
18459,0.6120754480361938
1442,0.37428587675094604
3721,0.48088589310646057
12551,0.35848721861839294
18888,0.47601571679115295
6348,0.662406325340271
6474,0.7768203616142273
19197,0.7252815961837769
19488,0.451328843832016
6310,0.6099100708961487
20869,0.6502068042755127
12251,0.7292510271072388
13243,0.6984783411026001
7416,0.6815735101699829
11838,0.5318859815597534
6565,0.762209415435791
13501,0.392520934343338
10513,0.2973577082157135
9104,0.6133441925048828
11843,0.7811195850372314
19556,0.6451302170753479
3728,0.6649412512779236
6301,0.8309969305992126
7637,0.6572124361991882
105,0.692426323890686
909,0.6273066401481628
15905,0.8649433255195618
12276,0.6845704317092896
9795,0.3007403016090393
15442,0.6262077689170837
10154,0.4293990731239319
12739,0.6403511166572571
60,0.3465380072593689
13562,0.432848185300827
6774,0.38248899579048157
18237,0.4672069847583771
934,0.6422406435012817
12529,0.8187476396560669
15509,0.8868247270584106
6398,0.7376903891563416
16052,0.3702578842639923
18376,0.6406604647636414
15054,0.3941798806190491
18550,0.506434440612793
13365,0.4804757535457611
13392,0.29186320304870605
18088,0.15441185235977173
12818,0.7736940979957581
6195,0.7146003246307373
380,0.6795797348022461
6526,0.4238748252391815
14879,0.622654139995575
16035,0.8844496011734009
13123,0.8566631078720093
18810,0.617530107498169
8993,0.1768517792224884
1559,0.5659312605857849
1301,0.5982642769813538
9778,0.1862473338842392
13555,0.800437867641449
6869,0.7010219097137451
7266,0.5950540900230408
9348,0.26584160327911377
15945,0.885770857334137
1609,0.6619001030921936
9024,0.23973073065280914
12745,0.742501437664032
519,0.8185501098632812
6579,0.5164141654968262
4549,0.5605197548866272
16040,0.8245803713798523
3639,0.4698788523674011
6015,0.8256467580795288
1194,0.7307373881340027
9635,0.19989195466041565
15773,0.6590256094932556
779,0.7453088164329529
1641,0.6595678329467773
4491,0.556770384311676
15737,0.7324203252792358
175,0.6546952724456787
16017,0.8120721578598022
15097,0.8724950551986694
4202,0.7506282329559326
21181,0.7480760812759399
7309,0.7912983894348145
4140,0.3224024474620819
10290,0.22849544882774353
17979,0.3666887581348419
1717,0.7069249153137207
7442,0.4822349548339844
910,0.7141856551170349
21418,0.6980231404304504
20879,0.7246261239051819
12708,0.3865882456302643
7491,0.8774285316467285
1227,0.5214196443557739
18545,0.40121424198150635
81,0.590994656085968
13161,0.5994622707366943
3284,0.5016048550605774
9308,0.2058362513780594
15011,0.7974859476089478
17869,0.38697877526283264
16361,0.8718969821929932
3337,0.5899609923362732
19185,0.5590569376945496
18624,0.5740600228309631
3539,0.680439829826355
15543,0.8046069741249084
16002,0.4400627315044403
10218,0.2003476470708847
6671,0.3053600788116455
1109,0.7102622985839844
12047,0.869981586933136
569,0.5652076005935669
1528,0.29661375284194946
13450,0.6611500978469849
10172,0.4835459887981415
9853,0.2786807119846344
19300,0.4836673140525818
4033,0.6638374328613281
3902,0.5044305324554443
13471,0.75474613904953
13003,0.3985652029514313
10489,0.1698591113090515
18297,0.5443594455718994
6383,0.6536880731582642
16150,0.7818638682365417
21140,0.19163623452186584
9367,0.652856707572937
1571,0.532800018787384
19052,0.6916454434394836
12911,0.8422785997390747
15137,0.844974935054779
5986,0.6961429119110107
18286,0.6565472483634949
4714,0.421491414308548
6920,0.7528835535049438
11877,0.35249167680740356
1205,0.6175881624221802
21503,0.7080991864204407
9134,0.7571041584014893
7035,0.5931112170219421
1019,0.6623743772506714
18539,0.4059872031211853
4377,0.49423733353614807
18752,0.41337308287620544
18367,0.4897652864456177
18560,0.6992301344871521
3895,0.45939260721206665
18900,0.6479783058166504
12878,0.6482758522033691
21065,0.7933079600334167
924,0.531592071056366
1763,0.7971072793006897
7472,0.5204556584358215
6848,0.6188055872917175
1306,0.7262225151062012
3874,0.3923347294330597
16464,0.7394208908081055
3645,0.4155852496623993
9472,0.24927528202533722
20896,0.5943732261657715
19291,0.4825497269630432
692,0.3328113257884979
16122,0.6098179817199707
13278,0.5785965919494629
16209,0.6685448288917542
10036,0.22952701151371002
19437,0.6263749599456787
6847,0.4206511676311493
16050,0.8418228626251221
4436,0.5996730923652649
3474,0.6094526052474976
1214,0.6985889077186584
20775,0.5042904615402222
745,0.5707651972770691
21185,0.7487471103668213
10024,0.2600365877151489
18453,0.5238615870475769
15931,0.7132172584533691
7473,0.7685899138450623
3545,0.527637243270874
18140,0.47555017471313477
4546,0.7043834328651428
16456,0.47546473145484924
15915,0.7272739410400391
3859,0.44051849842071533
15841,0.6531524658203125
1410,0.7118392586708069
21529,0.7825508117675781
7586,0.5339650511741638
21299,0.7880213856697083
16403,0.6202912926673889
15108,0.7092517614364624
18743,0.31388774514198303
13395,0.4795990288257599
303,0.8117779493331909
18905,0.4688766300678253
21465,0.6268020868301392
9335,0.37211763858795166
7269,0.6233531832695007
18729,0.4250907897949219
6458,0.3653474450111389
9119,0.16851192712783813
1618,0.524312436580658
15817,0.7981585264205933
10344,0.570550799369812
1665,0.7626164555549622
13399,0.8010817170143127
3830,0.5424838662147522
11915,0.40973928570747375
13593,0.3208257555961609
6332,0.2698538899421692
10470,0.19172227382659912
6982,0.6579521298408508
12319,0.438201904296875
21357,0.7083103060722351
21029,0.5243667960166931
1003,0.7589974403381348
1631,0.6516148447990417
10002,0.4688440263271332
16039,0.6098093390464783
7471,0.23926453292369843
19529,0.7877594828605652
16596,0.6632815599441528
12524,0.5268588662147522
7134,0.3605692684650421
7421,0.4475663900375366
13158,0.7649131417274475
464,0.5368738174438477
419,0.5391426086425781
9475,0.19475868344306946
18648,0.6049033403396606
11981,0.39954352378845215
18776,0.6263564229011536
7603,0.5335568189620972
15972,0.41582223773002625
21134,0.8027862310409546
200,0.6956074833869934
592,0.6389434933662415
4488,0.41815003752708435
18089,0.6547839045524597
17942,0.5776243805885315
9011,0.496932715177536
16295,0.8696528673171997
7705,0.33446088433265686
1439,0.6176738739013672
18924,0.31634363532066345
21509,0.6407483220100403
534,0.7790447473526001
9866,0.18587037920951843
18898,0.5869761109352112
1757,0.5402582883834839
600,0.40676262974739075
4442,0.7050166130065918
7548,0.8770496249198914
6158,0.7943370938301086
12211,0.747326135635376
1123,0.5118942856788635
3616,0.3875851035118103
18127,0.6779353618621826
3103,0.5126251578330994
9412,0.17760016024112701
18579,0.4496748149394989
1758,0.7170739769935608
19106,0.6338834166526794
1284,0.6922775506973267
901,0.5784651041030884
12108,0.5970060229301453
11992,0.3675587475299835
4445,0.6318526268005371
19480,0.42517992854118347
7094,0.2852438688278198
12164,0.662956953048706
1267,0.6003491878509521
18221,0.257143497467041
3752,0.4863240718841553
15997,0.845649003982544
20968,0.6651502251625061
17975,0.6121829152107239
4284,0.22812806069850922
16063,0.27352026104927063
10573,0.38680416345596313
15704,0.3052220344543457
15579,0.6636995673179626
14866,0.5042874217033386
3526,0.43565693497657776
1698,0.6977777481079102
15561,0.8879420757293701
6341,0.6602518558502197
1298,0.5528013110160828
20859,0.7482842206954956
7041,0.7648882269859314
642,0.710981547832489
6945,0.707882285118103
15366,0.5860971212387085
14912,0.6714090704917908
1527,0.6387109756469727
